(1) check that Id should be an exponential function of Vgs and insensitive to Vds when k<1 and Vgs < Vth

when --
           Vt =0.026;
		   k=0.9;
		   Is = Math.pow(10, -6);
		   Vth = 1.1;
		   perturbation =Math.pow(10, -4);
		   
output:
	
when Vgs is 0.5 and Vth is 1.1, the norm is 4.697949811880952E-7
when Vgs is 0.5 and Vth is 1.1, the norm is 4.700398933083398E-7
when Vgs is 0.5 and Vth is 1.1, the norm is 4.702721955945984E-7
when Vgs is 0.5 and Vth is 1.1, the norm is 4.7049252198607585E-7
when Vgs is 0.5 and Vth is 1.1, the norm is 4.7070147571245016E-7
when Vgs is 0.5 and Vth is 1.1, the norm is 4.7089963069424525E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 3.138144571425697E-8
when Vgs is 1.0 and Vth is 1.1, the norm is 1.2484822374886153E-8
when Vgs is 1.0 and Vth is 1.1, the norm is 5.775412263166251E-9
when Vgs is 1.0 and Vth is 1.1, the norm is 2.3415133405469835E-8
when Vgs is 1.0 and Vth is 1.1, the norm is 4.045007560786023E-8
when Vgs is 1.0 and Vth is 1.1, the norm is 5.6895823206367403E-8
when Vgs is 1.0 and Vth is 1.1, the norm is 7.276780108085567E-8
when Vgs is 1.0 and Vth is 1.1, the norm is 8.80812657702279E-8
when Vgs is 1.0 and Vth is 1.1, the norm is 1.0285129695561644E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 1.1709278932651503E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 1.3082044484328483E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 1.4404876540790377E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 1.5679204595325156E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 1.690643679596094E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 1.8087959340545714E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 1.92251359158028E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 2.0319307180749705E-7
when Vgs is 1.0 and Vth is 1.1, the norm is 2.1371790294709297E-7
